"s","ID","nome","starttime","endTime"
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016111-(1948-01-26)","016111","GAZZANIGA",1948-01-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018080-(1963-06-21)","018080","LARDIRAGO",1963-06-21,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018088-(1948-01-01)","018088","MEDE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/097024-(1995-01-01)","097024","COLLE BRIANZA",1995-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017130-(1948-01-01)","017130","PADERNO FRANCIACORTA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018040-(1948-01-01)","018040","CASTELNOVETTO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017196-(1948-05-12)","017196","VEROLAVECCHIA",1948-05-12,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019114-(1948-01-01)","019114","VOLONGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016185-(1948-01-01)","016185","RONCOLA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012133-(1950-12-24)","012133","VARESE",1950-12-24,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013101-(1948-01-01)","013101","FIGINO SERENZA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015007-(2015-01-01)","015007","ARCONATE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015106-(2015-01-01)","015106","GESSATE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017036-(1948-01-01)","017036","CAPOVALLE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012005-(1948-03-31)","012005","ARSAGO SEPRIO",1948-03-31,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012014-(1948-01-01)","012014","BIANDRONNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012038-(1948-01-01)","012038","CASCIAGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012048-(1948-01-01)","012048","CAVARIA CON PREMEZZO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012058-(1985-03-05)","012058","CUASSO AL MONTE",1985-03-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012063-(1970-01-11)","012063","CUVIO",1970-01-11,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012068-(1948-01-01)","012068","FERNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012069-(1997-07-26)","012069","FERRERA DI VARESE",1997-07-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012078-(1948-01-01)","012078","GORLA MAGGIORE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012091-(1948-01-01)","012091","LOZZA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012108-(1948-01-01)","012108","OLGIATE OLONA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012116-(1957-01-25)","012116","RANCO",1957-01-25,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012118-(1948-01-01)","012118","SAMARATE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012126-(1948-01-01)","012126","TERNATE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012128-(1948-01-01)","012128","TRAVEDONA-MONATE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/012131-(1948-01-01)","012131","VALGANNA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013011-(1948-01-01)","013011","ARGEGNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013025-(1948-01-01)","013025","BLESSAGNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013035-(1948-01-01)","013035","CABIATE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013043-(1948-01-01)","013043","CAPIAGO INTIMIANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013053-(1948-01-01)","013053","CASNATE CON BERNATE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013055-(1948-01-01)","013055","CASSINA RIZZARDI",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013063-(1948-01-01)","013063","CERANO D'INTELVI",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013083-(1948-01-01)","013083","CREMIA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013087-(1948-01-01)","013087","DIZZASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013097-(1948-01-01)","013097","EUPILIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013111-(1950-04-05)","013111","GRANDOLA ED UNITI",1950-04-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013113-(1948-01-01)","013113","GRIANTE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013123-(1948-01-01)","013123","LASNIGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013131-(1950-04-05)","013131","LOCATE VARESINO",1950-04-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013143-(1948-01-01)","013143","MARIANO COMENSE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013147-(1948-01-01)","013147","MERONE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013157-(1948-01-01)","013157","MONTORFANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013165-(1948-01-01)","013165","OLGIATE COMASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013185-(1948-01-01)","013185","PLESIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013195-(1948-01-01)","013195","REZZAGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013201-(1982-02-06)","013201","ROVELLASCA",1982-02-06,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/013211-(1948-01-01)","013211","SCHIGNANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014005-(1999-07-27)","014005","ARDENNO",1999-07-27,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014007-(1948-01-01)","014007","BERBENNO DI VALTELLINA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014015-(1948-01-01)","014015","CASTIONE ANDEVENNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014017-(1948-01-01)","014017","CERCINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014020-(1948-01-01)","014020","CHIURO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014027-(1948-01-01)","014027","DUBINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014029-(1999-07-27)","014029","FORCOLA",1999-07-27,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014030-(1948-01-01)","014030","FUSINE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014040-(1948-01-01)","014040","MAZZO DI VALTELLINA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014049-(1948-01-01)","014049","PIATEDA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014050-(1948-01-01)","014050","PIURO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014059-(1948-01-01)","014059","SERNIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014060-(1948-01-01)","014060","SONDALO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014069-(1948-01-01)","014069","TRAONA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/014074-(1948-01-01)","014074","VAL MASINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015005-(2015-01-01)","015005","ALBAIRATE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015015-(2015-01-01)","015015","BASIGLIO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015035-(2015-01-01)","015035","BUBBIANO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015077-(2015-01-01)","015077","CINISELLO BALSAMO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015087-(2015-01-01)","015087","CORNAREDO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015097-(2015-01-01)","015097","CUSAGO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015103-(2015-01-01)","015103","GAGGIANO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015113-(2015-01-01)","015113","INVERUNO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015155-(2015-01-01)","015155","NOSATE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015157-(2015-01-01)","015157","NOVATE MILANESE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015165-(2015-01-01)","015165","OZZERO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015175-(2015-01-01)","015175","PIOLTELLO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015185-(2015-01-01)","015185","RODANO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015189-(2015-01-01)","015189","ROZZANO",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015195-(2015-01-01)","015195","SAN GIULIANO MILANESE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015201-(2015-01-01)","015201","SAN VITTORE OLONA",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015205-(2015-01-01)","015205","SEGRATE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/015243-(2015-01-01)","015243","VITTUONE",2015-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016008-(1948-01-01)","016008","ALZANO LOMBARDO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016024-(2010-02-13)","016024","BERGAMO",2010-02-13,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016028-(1948-01-01)","016028","BOLGARE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016031-(1948-01-01)","016031","BONATE SOTTO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016041-(1948-01-01)","016041","BRUMANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016061-(1948-01-01)","016061","CASSIGLIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016067-(1960-02-13)","016067","CAZZANO SANT'ANDREA",1960-02-13,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016071-(1948-01-01)","016071","CERETE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016075-(1948-01-01)","016075","CISERANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016085-(1948-01-01)","016085","COSTA VALLE IMAGNA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016102-(1948-04-23)","016102","FONTENO",1948-04-23,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016106-(1948-01-01)","016106","FUIPIANO VALLE IMAGNA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016107-(1968-07-26)","016107","GANDELLINO",1968-07-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016116-(1948-01-01)","016116","GORNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016147-(1958-09-05)","016147","OLTRESSENDA ALTA",1958-09-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016148-(1948-01-01)","016148","ONETA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016153-(1948-01-01)","016153","OSIO SOTTO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016155-(1970-06-02)","016155","PALADINA",1970-06-02,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016158-(1948-01-01)","016158","PARRE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016173-(1948-01-01)","016173","PRADALUNGA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016183-(1948-01-01)","016183","ROMANO DI LOMBARDIA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016193-(1948-01-01)","016193","SARNICO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016203-(1964-01-28)","016203","SOTTO IL MONTE GIOVANNI XXIII",1964-01-28,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016204-(2006-12-30)","016204","SOVERE",2006-12-30,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016208-(1948-01-01)","016208","STROZZA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016215-(2018-01-27)","016215","TORRE DE' BUSI",2018-01-27,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016238-(1948-01-01)","016238","VILLA D'ADDA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016250-(1970-03-17)","016250","MEDOLAGO",1970-03-17,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/016252-(2014-02-04)","016252","SANT'OMOBONO TERME",2014-02-04,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017003-(1948-01-01)","017003","AGNOSINE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017012-(1956-09-16)","017012","BARGHE",1956-09-16,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017013-(1948-01-01)","017013","BASSANO BRESCIANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017023-(1948-01-01)","017023","BOTTICINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017033-(1948-01-01)","017033","CALVAGESE DELLA RIVIERA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017037-(1957-07-12)","017037","CAPRIANO DEL COLLE",1957-07-12,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017040-(2002-10-26)","017040","CASTEGNATO",2002-10-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017043-(1948-01-01)","017043","CASTENEDOLO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017051-(1954-08-05)","017051","CEVO",1954-08-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017057-(1948-01-01)","017057","COLLEBEATO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017065-(1969-03-30)","017065","DARFO BOARIO TERME",1969-03-30,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017067-(1948-01-01)","017067","DESENZANO DEL GARDA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017075-(1948-01-01)","017075","GARDONE VAL TROMPIA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017077-(1948-01-01)","017077","GAVARDO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017080-(1948-01-01)","017080","GOTTOLENGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017084-(1956-01-06)","017084","IRMA",1956-01-06,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017085-(1948-01-01)","017085","ISEO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017090-(1948-01-01)","017090","LODRINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017094-(1949-08-27)","017094","LOSINE",1949-08-27,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017101-(1948-01-01)","017101","MALONNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017102-(1953-02-03)","017102","MANERBA DEL GARDA",1953-02-03,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017111-(1948-01-01)","017111","MONTE ISOLA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017121-(1948-01-01)","017121","ODOLO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017123-(1948-03-01)","017123","OME",1948-03-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017125-(1948-01-01)","017125","ORZINUOVI",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017131-(1948-01-01)","017131","PAISCO LOVENO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017135-(1948-01-01)","017135","PASPARDO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017136-(1995-05-05)","017136","PASSIRANO",1995-05-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017155-(1948-01-01)","017155","PREVALLE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017158-(1971-11-05)","017158","PUEGNAGO DEL GARDA",1971-11-05,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017159-(1948-01-01)","017159","QUINZANO D'OGLIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017165-(1948-01-01)","017165","RONCADELLE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017169-(1948-01-01)","017169","SALE MARASINO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017176-(1948-01-21)","017176","SELLERO",1948-01-21,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017179-(1948-01-01)","017179","SIRMIONE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017187-(1948-01-01)","017187","TOSCOLANO-MADERNO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017197-(1948-01-01)","017197","VESTONE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017199-(1948-01-01)","017199","VILLA CARCINA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017203-(1948-01-01)","017203","VISANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/017205-(1948-01-01)","017205","ZONE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018005-(1948-01-01)","018005","ARENA PO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018009-(1948-01-01)","018009","BASCAPÈ",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018019-(1948-01-01)","018019","BORNASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018020-(1948-01-01)","018020","BOSNASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018026-(2023-11-18)","018026","CAMPOSPINOSO ALBAREDO",2023-11-18,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018029-(1948-01-01)","018029","CANNETO PAVESE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018039-(1948-01-01)","018039","CASTELLO D'AGOGNA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018049-(1948-01-01)","018049","CIGOGNOLA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018052-(1948-01-01)","018052","CONFIENZA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018062-(1948-01-01)","018062","FERRERA ERBOGNONE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018072-(1948-01-01)","018072","GIUSSAGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018082-(1948-01-01)","018082","LIRIO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018085-(1948-04-22)","018085","MAGHERNO",1948-04-22,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018086-(1948-01-01)","018086","MARCIGNAGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018096-(1948-01-01)","018096","MONTECALVO VERSIGGIA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018107-(1948-01-01)","018107","PALESTRO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018110-(2005-02-19)","018110","PAVIA",2005-02-19,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018127-(1948-01-01)","018127","ROGNANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018130-(1948-01-01)","018130","ROSASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018140-(1948-01-01)","018140","SANTA GIULETTA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018142-(1948-01-01)","018142","SANTA MARGHERITA DI STAFFORA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018160-(1948-01-01)","018160","TORREVECCHIA PIA",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018164-(1948-01-01)","018164","TROMELLO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018174-(1948-01-01)","018174","VERRETTO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018181-(2002-10-26)","018181","VISTARINO",2002-10-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/018191-(2014-02-04)","018191","CORNALE E BASTIDA",2014-02-04,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019010-(1948-01-01)","019010","CAMISANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019011-(1953-08-26)","019011","CAMPAGNOLA CREMASCA",1953-08-26,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019014-(1948-01-01)","019014","CAPPELLA DE' PICENARDI",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019024-(1948-01-01)","019024","CASTEL GABBIANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019026-(1948-01-01)","019026","CASTELVERDE",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019034-(1948-01-01)","019034","CREDERA RUBBIANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019048-(1948-01-01)","019048","GERRE DE' CAPRIOLI",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019054-(1948-01-01)","019054","IZANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019058-(1948-01-01)","019058","MONTE CREMASCO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019068-(1948-01-01)","019068","PERSICO DOSIMO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019078-(1948-01-01)","019078","QUINTANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019086-(1948-01-01)","019086","ROMANENGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019088-(1948-01-01)","019088","SAN BASSANO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019091-(1948-01-01)","019091","SAN MARTINO DEL LAGO",1948-01-01,9999-12-31
"https://w3id.org/italia/controlled-vocabulary/territorial-classifications/cities/019102-(1948-01-01)","019102","SPINO D'ADDA",1948-01-01,9999-12-31
