codice_ente,ente_controllore,punto_prelievo,tipologia_punto_prelievo,indirizzo_punto_prelievo,comune_punto_prelievo,codice_comune,provincia_punto_prelievo,latitudine,longitudine,location,id_campione,macro_categoria_parametro,categoria_parametro,parametro,tipo_parametro,codice_parametro,risultato,unit_misura,esito,data_referto,anno_referto,indirizzo_di_georeferenziazione,frazione_punto_prelievo,valore_testuale,unita_di_misura_testuale,segno
"030322","ATS DELL'INSUBRIA","RE013075XUR042","Punti rete","Via Briantea n. 29, Como","COMO","013075","COMO","45.80530690000001","9.0986096","POINT (9.0986096 45.80530690000001)","C202951","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.5","mg/l","Conforme","2020-11-03","2020","Via Briantea, 29",,"4.5","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE012002NU0001","Punti rete","Via Dinarda","ALBIZZATE","012002","VARESE","45.72932","8.79565","POINT (8.79565 45.72932)","C200490","Chimico","Anioni","solfato","Indicatore","14808-79-8","6.4","mg/l","Conforme","2020-03-27","2020","VIA DINARDA",,"6.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012087XU1001","Punti rete","Via Bellorini, Laveno-Mombello","LAVENO-MOMBELLO","012087","VARESE","45.8923502","8.6198497","POINT (8.6198497 45.8923502)","C202985","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-11-05","2020","VIA LUIGI BELLORINI,LAVENO-MOMBELLO",,"1.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012012XU0001","Punti rete","Via Molteni 5","BESNATE","012012","COMO","45.697392","8.7695169","POINT (8.7695169 45.697392)","C201813","Chimico","Metalli","manganese","Indicatore","7439-96-5","4.0","µg/l","Conforme","2020-07-06","2020","Via Don Angelo Molteni, 5",,"4","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0121339U0004","Punti rete","vasca raccolta campi lunghi","VARESE","012133","VARESE","45.83446","8.79074999","POINT (8.79074999 45.83446)","C201467","Chimico","Anioni","cloruro","Indicatore","16887-00-6","24.4","mg/l","Conforme","2020-06-12","2020","VIA DEI CAMPI LUNGHI",,"24.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012134XU0002","Punti rete","via Donatori del Sangue , Vedano Olona","VEDANO OLONA","012134","VARESE","45.748499","8.8692782","POINT (8.8692782 45.748499)","C203258","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"426.0","mg/l","Conforme","2020-11-25","2020","Via Donatori di Sangue",,"426","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013121XUR001","Punti rete","Piazza Oria","LAMBRUGO","013121","COMO","45.75779","9.24156","POINT (9.24156 45.75779)","C200706","Chimico","Metalli","zinco","Indicatore","7440-66-6","45.0","µg/l","Conforme","2020-04-17","2020","PIAZZA ORIA",,"45","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012059XU0002","Punti rete","Via Valera Cimitero","CUGLIATE-FABIASCO","012059","VARESE","45.94788","8.82442","POINT (8.82442 45.94788)","C202754","Chimico","Metalli","potassio","Indicatore","7440-09-7","0.4","mg/l","Conforme","2020-10-12","2020","VIA VALERA",,"0.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013097XUR006","Punti rete","Via Panigatti ang. Via Roma, Eupilio","EUPILIO","013097","COMO","45.8203081","9.2656442","POINT (9.2656442 45.8203081)","C200524","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-03-27","2020","Via Roma",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE012020XU0004","Punti rete","Via Al Lago, Brezzo di Bedero","BREZZO DI BEDERO","012020","VARESE","45.977981","8.7169153","POINT (8.7169153 45.977981)","C200320","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-03-12","2020","VIA AL LAGO,BREZZO DI BEDERO",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","SE0120400U0001","Punti rete","Via Baraggioli","CASSANO MAGNAGO","012040","VARESE","45.5958473","8.8515165","POINT (8.8515165 45.5958473)","C202708","Chimico","Metalli","magnesio","Indicatore","7439-95-4","18.4","mg/l","Conforme","2020-10-15","2020","Via Baraggioli",,"18.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013015XUR005","Punti rete","Via Andreoletti, Barni","BARNI","013015","COMO","45.9123815","9.2651875","POINT (9.2651875 45.9123815)","C201844","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-07-09","2020","VIA GIUSEPPINA ANDREOLETTI,BARNI",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE013006XUR002","Punti rete","Piazza Enrico Brenna 3","ALSERIO","013006","COMO","45.8274733","9.2487209","POINT (9.2487209 45.8274733)","C200941","Chimico","Solventi alogenati","diclorobromometano","Indicatore",,"0.14","µg/l","Conforme","2020-05-12","2020","Piazza Enrico Brenna, 3",,"0.14","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012026XU0110","Punti rete","Via N .Cazzaniga","BUSTO ARSIZIO","012026","VARESE","45.6219734","8.838047","POINT (8.838047 45.6219734)","C203103","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"427.0","mg/l","Conforme","2020-11-11","2020","Via Porpora Nicola",,"427","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","PO012109NUA005","Punti rete","Pozzo n. 5/A Via Vivaldi Colonna Profonda (185 m.)","ORIGGIO","012109","VARESE","45.59907","9.01922","POINT (9.01922 45.59907)","C201670","Chimico","Metalli","calcio","Indicatore","7440-70-2","48.1","mg/l","Conforme","2020-06-25","2020","VIA VIVALDI COLONNA PROFONDA,185 M.",,"48.1","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012057XU0001","Punti rete","Via Risorgimento","CROSIO","012057","VARESE","45.7611344","8.7655988","POINT (8.7655988 45.7611344)","C202354","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","547.0","µS/cm","Conforme","2020-09-17","2020","Via Risorgimento",,"547","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE013153XUR002","Punti rete","Piazza Caronti","MONGUZZO","013153","COMO","45.85735","9.11586","POINT (9.11586 45.85735)","C200698","Chimico","Metalli","ferro","Indicatore","7439-89-6","45","µg/l","Conforme","2020-04-17","2020","Torno - piazza caronti",,"45","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012119XU0008","Punti rete","Via Calo Porta snc, Saronno","SARONNO","012119","VARESE","45.6293695","9.0286629","POINT (9.0286629 45.6293695)","C202913","Chimico","Anioni","solfato","Indicatore","14808-79-8","7.4","mg/l","Conforme","2020-11-03","2020","Via Carlo Porta",,"7.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0120849U0005","Punti rete","Via De Gasperi 322","ISPRA","012084","VARESE","45.79598","8.61765","POINT (8.61765 45.79598)","C201501","Chimico","Metalli","magnesio","Indicatore","7439-95-4","14.6","mg/l","Conforme","2020-06-12","2020","VIA ALCIDE DE GASPERI,322",,"14.6","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012066XU0002","Punti rete","Canzago","DUNO","012066","VARESE","45.91385","8.73975","POINT (8.73975 45.91385)","C201161","Chimico","Anioni","solfato","Indicatore","14808-79-8","3.4","mg/l","Conforme","2020-05-21","2020","CANZAGO",,"3.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013038XUR005","Punti rete","Via San Giorgio n. 27, Cagno","SOLBIATE CON CAGNO","013255","COMO","45.8058086","8.9155091","POINT (8.9155091 45.8058086)","C202787","Chimico","Metalli","calcio","Indicatore","7440-70-2","74.5","mg/l","Conforme","2020-10-16","2020","Via S. Giorgio, 27","CAGNO","74.5","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012102XU0001","Punti rete","lavatoio frazione imborgnana","MESENZANA","012102","VARESE","45.94721","8.75859","POINT (8.75859 45.94721)","C200374","Chimico","Metalli","calcio","Indicatore","7440-70-2","43.0","mg/l","Conforme","2020-03-20","2020","LAVATOIO FRAZIONE IMBORGNANA",,"43","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013227XUR010","Punti rete","Cogiolo Via Spazzi","TURATE","013227","COMO","45.65524","9.01183","POINT (9.01183 45.65524)","C202034","Chimico","Metalli","magnesio","Indicatore","7439-95-4","8.4","mg/l","Conforme","2020-08-04","2020","COGIOLO VIA SPAZZI",,"8.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012137XU0003","Punti rete","Piazza Mauceri 12, Venegono Superiore","VENEGONO SUPERIORE","012137","VARESE","45.74909","8.90212","POINT (8.90212 45.74909)","C200981","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","294","µS/cm","Conforme","2020-05-15","2020","PIAZZA MATTEO MAUCERI,12 VENEGONO SUPERIORE",,"294","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE013245XUR008","Punti rete","Via della Rimembranza  , Villa Guardia","VILLA GUARDIA","013245","COMO","45.7814907","9.0238647","POINT (9.0238647 45.7814907)","C203143","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"416.0","mg/l","Conforme","2020-11-19","2020","VIA RIMEMBRANZA,VILLA GUARDIA",,"416","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012134XU0002","Punti rete","via Donatori del Sangue , Vedano Olona","VEDANO OLONA","012134","VARESE","45.748499","8.8692782","POINT (8.8692782 45.748499)","C203258","Chimico","Anioni","nitrati","Normato",,"15.4","mg/l","Conforme","2020-11-25","2020","Via Donatori di Sangue",,"15.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0120309U0003","Punti rete","vasca valsorda","CANTELLO","012030","VARESE","45.82025","8.89332","POINT (8.89332 45.82025)","C201291","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","499.0","µS/cm","Conforme","2020-05-29","2020","VALSORDA",,"499","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE013111XUR003","Punti rete","LOC GONTE, GRANDOLA ED UNITI","GRANDOLA ED UNITI","013111","COMO","46.0277016","9.2094018","POINT (9.2094018 46.0277016)","C200446","Chimico","Metalli","magnesio","Indicatore","7439-95-4","3.4","mg/l","Conforme","2020-03-27","2020","Via Gonte","GRANDOLA","3.4","milligrammi per litro",
"030328","ATS DI PAVIA","RE0181659U0010","Punti rete","Via Roma n. 1, TROVO","TROVO","018165","PAVIA","45.28221","9.03499","POINT (9.03499 45.28221)","202011518-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","314.0","µS/cm","Conforme","2020-09-01","2020","VIA ROMA N.1,TROVO",,"314","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","SE0121339U0014","Punti rete","vasca raccolta bustecche","VARESE","012133","VARESE","45.80373","8.8533","POINT (8.8533 45.80373)","C201357","Chimico","Anioni","nitrati","Normato",,"24.6","mg/l","Conforme","2020-05-29","2020","VIA DELLE BUSTECCHE",,"24.6","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012108XU0023","Punti rete","Via Oriani, Olgiate Olona","OLGIATE OLONA","012108","VARESE","45.6308025","8.8877805","POINT (8.8877805 45.6308025)","C202418","Chimico","Metalli","calcio","Indicatore","7440-70-2","28.4","mg/l","Conforme","2020-09-25","2020","VIA ALFREDO ORIANI,OLGIATE OLONA",,"28.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013100XUR002","Punti rete","Via XXV Aprile, Fenegro'","FENEGRO'","013100","COMO","45.7013395","9.0015081","POINT (9.0015081 45.7013395)","200534-001","Microbiologico","Batteri","batteri coliformi a 37°c","Indicatore",,"4.0","ufc/100 ml","Non conforme","2020-05-14","2020","VIA XXV APRILE,FENEGRO'",,"4","unita formanti colonia per 100 millilitri",
"030322","ATS DELL'INSUBRIA","RE012053XU0001","Punti rete","Via Briantea ,33","COCQUIO-TREVISAGO","012053","VARESE","45.85685","8.69936","POINT (8.69936 45.85685)","C202351","Chimico","Metalli","manganese","Indicatore","7439-96-5","24","µg/l","Conforme","2020-09-17","2020","VIA BRIANTEA,33",,"24","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012112XU0002","Punti rete","Piazza Pedroni, Maccagno con Pino e Veddasca","MACCAGNO CON PINO E VEDDASCA","012142","VARESE","46.09884077","8.73720707","POINT (8.73720707 46.09884077)","C201141","Chimico","Metalli","sodio","Indicatore","7440-23-5","4.2","mg/l","Conforme","2020-05-18","2020","PIAZZALE LUIGI PEDRONI,MACCAGNO CON PINO E VEDDASCA",,"4.2","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012084XU0002","Punti rete","Via delle Rimembranze Cimit.","ISPRA","012084","VARESE","45.81452","8.61252","POINT (8.61252 45.81452)","C200965","Chimico","Anioni","cloruro","Indicatore","16887-00-6","10.4","mg/l","Conforme","2020-05-14","2020","VIA DELLE RIMEMBRANZE CIMIT.",,"10.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013152XUR001","Punti rete","Piazza Vergonzano, Moltrasio","MOLTRASIO","013152","COMO","45.85682","9.09315","POINT (9.09315 45.85682)","C202178","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-09-02","2020","Moltrasio - Vergonzano",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE013046XUR008","Punti rete","Via per Subinago , Carimate","CARIMATE","013046","COMO","45.7039797","9.1144276","POINT (9.1144276 45.7039797)","C201044","Chimico","Metalli","zinco","Indicatore","7440-66-6","14","µg/l","Conforme","2020-05-15","2020","VIA PER SUBINAGO,CARIMATE",,"14","microgrammi per litro",
"030328","ATS DI PAVIA","RE018110NU0150","Punti rete","Via Montebello della Battaglia n. 17, PAVIA","PAVIA","018110","PAVIA","45.19305","9.1513","POINT (9.1513 45.19305)","202006765-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-06-10","2020","VIA MONTEBELLO DELLA BATTAGLIA N.17,PAVIA",,"<4.00","milligrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE013010XUR008","Punti rete","via San Martino  Parco Villa Comunale, Appiano Gentile","APPIANO GENTILE","013010","COMO","45.73732","8.98199","POINT (8.98199 45.73732)","C202870","Chimico","Metalli","calcio","Indicatore","7440-70-2","45.6","mg/l","Conforme","2020-10-16","2020","VIA SAN MARTINO,PARCO VILLA COMUNALE APPIANO GENTILE",,"45.6","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0121060U0002","Punti rete","Via Santi Gaudenzio e Biagio","MORNAGO","012106","VARESE","45.73326","8.75470999","POINT (8.75470999 45.73326)","C201189","Chimico","Metalli","magnesio","Indicatore","7439-95-4","11.4","mg/l","Conforme","2020-05-22","2020","VIA SANTI GAUDENZIO E BIAGIO",,"11.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013119XUR003","Punti rete","piazza Roma, Laglio","LAGLIO","013119","COMO","45.88292","9.13776","POINT (9.13776 45.88292)","C201177","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","243.0","µS/cm","Conforme","2020-05-22","2020","PIAZZA ROMA,LAGLIO",,"243","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE013063XUR002","Punti rete","VIA ROMA , CERANO INTELVI","CERANO D'INTELVI","013063","COMO","45.9414921","9.0885933","POINT (9.0885933 45.9414921)","C202052","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.3","mg/l","Conforme","2020-08-04","2020","VIA ROMA,CERANO INTELVI",,"4.3","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SU0131130US001","Punti rete","Presa lago Statale Regina","GRIANTE","013113","COMO","45.99193","9.23711","POINT (9.23711 45.99193)","M203063","Microbiologico","Alghe","cianobatteri potenzialmente tossici","Indicatore",,,"cells/l","Conforme","2020-10-23","2020","LAGO STATALE REGINA",,"3.9 x 10^4","cellule per litro",
"030322","ATS DELL'INSUBRIA","RE013075XUR042","Punti rete","Via Briantea n. 29, Como","COMO","013075","COMO","45.80530690000001","9.0986096","POINT (9.0986096 45.80530690000001)","C201067","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-05-12","2020","Via Briantea, 29",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE012080XU0002","Punti rete","piazza Parrocchetti 1, Gornate Olona","GORNATE OLONA","012080","VARESE","45.73969","8.85998","POINT (8.85998 45.73969)","C200205","Chimico","Metalli","calcio","Indicatore","7440-70-2","84.5","mg/l","Conforme","2020-03-02","2020","PIAZZA PARROCCHETTI,1 GORNATE OLONA",,"84.5","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012127XU0003","Punti rete","viale Rimembranze, Tradate","TRADATE","012127","VARESE","45.7116","8.90108","POINT (8.90108 45.7116)","C201867","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.8","mg/l","Conforme","2020-07-09","2020","VIALE RIMEMBRANZE",,"4.8","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012087XU0005","Punti rete","Via Roma,16, Laveno-Mombello","LAVENO-MOMBELLO","012087","VARESE","45.8938","8.61392","POINT (8.61392 45.8938)","C202986","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-11-05","2020","VIA ROMA,16,LAVENO-MOMBELLO",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE013048XUR005","Punti rete","Via Enrico Toti, Carugo","CARUGO","013048","COMO","45.7098045","9.1951211","POINT (9.1951211 45.7098045)","C202956","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","441.0","µS/cm","Conforme","2020-11-03","2020","VIA ENRICO TOTI,CARUGO",,"441","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE012026XU0101","Punti rete","municipio via piave39","BUSTO ARSIZIO","012026","VARESE","45.6186061","8.8525857","POINT (8.8525857 45.6186061)","C201829","Chimico","Anioni","solfato","Indicatore","14808-79-8","24.3","mg/l","Conforme","2020-07-09","2020","VIA PIAVE,39",,"24.3","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013187XUR003","Punti rete","PIAZZA TRIESTE, PONNA","PONNA","013187","COMO","45.99105","9.08399","POINT (9.08399 45.99105)","C200598","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-04-06","2020","PIAZZA TRIESTE,PONNA",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE013184XUR002","Punti rete","VIA FUNIVIA, PIGRA","PIGRA","013184","COMO","45.9557934","9.1286114","POINT (9.1286114 45.9557934)","C200648","Chimico","Metalli","calcio","Indicatore","7440-70-2","64.4","mg/l","Conforme","2020-04-09","2020","VIA FUNIVIA,PIGRA",,"64.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012120XU0001","Punti rete","Via Parini","SESTO CALENDE","012120","VARESE","45.72573","8.63549","POINT (8.63549 45.72573)","C200180","Chimico","Anioni","solfato","Indicatore","14808-79-8","16.4","mg/l","Conforme","2020-02-24","2020","VIA PARINI",,"16.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0121329U0003","Punti rete","Via Brabbia","VARANO BORGHI","012132","VARESE","45.77197","8.70668","POINT (8.70668 45.77197)","C201308","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","430","µS/cm","Conforme","2020-05-29","2020","VIA BRABBIA",,"430","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE012087XU1001","Punti rete","Via Bellorini, Laveno-Mombello","LAVENO-MOMBELLO","012087","VARESE","45.8923502","8.6198497","POINT (8.6198497 45.8923502)","C202985","Chimico","Metalli","calcio","Indicatore","7440-70-2","68.4","mg/l","Conforme","2020-11-05","2020","VIA LUIGI BELLORINI,LAVENO-MOMBELLO",,"68.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012117XU0003","Punti rete","Via Lentate","SALTRIO","012117","VARESE","45.87406","8.92226","POINT (8.92226 45.87406)","C201149","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"443.0","mg/l","Conforme","2020-05-18","2020","VIA LENTATE",,"443","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012114XU0005","Punti rete","Via delle Rimembranze","PORTO VALTRAVAGLIA","012114","VARESE","45.96045","8.69395","POINT (8.69395 45.96045)","C202396","Chimico","Metalli","sodio","Indicatore","7440-23-5","4.7","mg/l","Conforme","2020-09-25","2020","VIA DELLE RIMEMBRANZE",,"4.7","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012026XU0102","Punti rete","Fraz.  Gemu'","BUSTO ARSIZIO","012026","VARESE","45.61187","8.85475","POINT (8.85475 45.61187)","C203105","Fisico","pH","ph","Indicatore","12408-02-5","7.4","adimensionale","Conforme","2020-11-11","2020","FRAZ.GEMU'",,"7.4","adimensionale",
"030322","ATS DELL'INSUBRIA","RE013188XUR001","Punti rete","Via Roma n. 23, Ponte Lambro","PONTE LAMBRO","013188","COMO","45.8302904","9.2249848","POINT (9.2249848 45.8302904)","C200946","Chimico","Metalli","calcio","Indicatore","7440-70-2","73.4","mg/l","Conforme","2020-05-14","2020","Via Roma, 23",,"73.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013211XUR007","Punti rete","LOC. MOLOBBIO, SCHIGNANO","SCHIGNANO","013211","COMO","45.9381476","9.0967714","POINT (9.0967714 45.9381476)","C202053","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.4","mg/l","Conforme","2020-08-04","2020","FRAZIONE MOLOBBIO,SCHIGNANO",,"4.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012038XU0001","Punti rete","Via Manzoni , Casciago","CASCIAGO","012038","VARESE","45.82373","8.76619","POINT (8.76619 45.82373)","C201826","Chimico","Anioni","cloruro","Indicatore","16887-00-6","9.4","mg/l","Conforme","2020-07-09","2020","VIA ALESSANDRO MANZONI,CASCIAGO",,"9.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013110XUR003","Punti rete","Cimit.Via Somigliana","GRANDATE","013110","COMO","45.7780614","9.0712848","POINT (9.0712848 45.7780614)","C201254","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"564.0","mg/l","Conforme","2020-05-25","2020","Via Carlo Somigliana",,"564","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013125XUR001","Punti rete","Fontanella Civiglio","TREMEZZINA","013252","COMO","45.98492","9.22891","POINT (9.22891 45.98492)","C202373","Chimico","Solventi alogenati","diclorobromometano","Indicatore",,"1.4","µg/l","Conforme","2020-09-25","2020","CIVIGLIO",,"1.4","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012027XU0003","Punti rete","Fraz. Avigno Via Cremenaga","CADEGLIANO VICONAGO","012027","VARESE","45.98396","8.81772999","POINT (8.81772999 45.98396)","C200356","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-03-12","2020","VIA CREMENAGA","AVIGNO","<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","RE012126XU0002","Punti rete","Fraz. Soldino","TERNATE","012126","VARESE","45.78701","8.69929","POINT (8.69929 45.78701)","C202704","Chimico","Metalli","magnesio","Indicatore","7439-95-4","14.4","mg/l","Conforme","2020-10-12","2020","FRAZ.SOLDINO",,"14.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012094XU0001","Punti rete","Fontanella Duca D' Aosta","MACCAGNO CON PINO E VEDDASCA","012142","VARESE","46.04365","8.73825","POINT (8.73825 46.04365)","C201194","Chimico","Metalli","alluminio","Indicatore","7429-90-5","54.0","µg/l","Conforme","2020-05-22","2020","DUCA D'AOSTA",,"54","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013143XUR004","Punti rete","Fraz. Bonera Via Bonera","MARIANO COMENSE","013143","COMO","45.6887913","9.1800749","POINT (9.1800749 45.6887913)","C201487","Chimico","Anioni","solfato","Indicatore","14808-79-8","18.4","mg/l","Conforme","2020-06-12","2020","Viale Lombardia",,"18.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013201XUR003","Punti rete","Via per Cimitero","ROVELLASCA","013201","COMO","45.6650362","9.0727182","POINT (9.0727182 45.6650362)","C201556","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-06-18","2020","Via per Rovellasca",,"1.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013021XUR001","Punti rete","P.ZZA FONTANA, BENE LARIO","BENE LARIO","013021","COMO","46.0288596","9.1828256","POINT (9.1828256 46.0288596)","C201771","Chimico","Solventi alogenati","bromoformio","Indicatore",,"0.4","µg/l","Conforme","2020-07-07","2020","PIAZZA DELLA FONTANA,BENE LARIO",,"<0.4","microgrammi per litro","<"
"030322","ATS DELL'INSUBRIA","PO0120269U2007","Punti rete","Pozzo n. 7/2 VIA SANZIO","BUSTO ARSIZIO","012026","VARESE","45.6130121","8.8639926","POINT (8.8639926 45.6130121)","C200536","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","3.4","µg/l","Conforme","2020-04-02","2020","Via Raffaello Sanzio, 7",,"3.4","microgrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013229XUR010","Punti rete","Maisano Via Provinciale, Valbrona","VALBRONA","013229","COMO","45.882909","9.300542","POINT (9.300542 45.882909)","C202743","Chimico","Metalli","potassio","Indicatore","7440-09-7","1.4","mg/l","Conforme","2020-10-12","2020","Maisano",,"1.4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013038XUR005","Punti rete","Via San Giorgio n. 27, Cagno","SOLBIATE CON CAGNO","013255","COMO","45.8058086","8.9155091","POINT (8.9155091 45.8058086)","C202787","Fisico","durezza","durezza","Indicatore","20001","24",,"Conforme","2020-10-16","2020","Via S. Giorgio, 27","CAGNO","24","unita",
"030322","ATS DELL'INSUBRIA","SE0120469U0001","Punti rete","Via dei Boschi","CASTIGLIONE OLONA","012046","VARESE","45.75644","8.87767","POINT (8.87767 45.75644)","C201661","Chimico","Anioni","solfato","Indicatore","14808-79-8","24.8","mg/l","Conforme","2020-06-25","2020","VIA DEI BOSCHI",,"24.8","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013048XUR006","Punti rete","Piazza Roma","CARUGO","013048","COMO","45.71014","9.19564","POINT (9.19564 45.71014)","C200853","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"344.0","mg/l","Conforme","2020-04-30","2020","PIAZZA ROMA",,"344","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013052XUR003","Punti rete","Via S.Ambrogio , Caslino D'Erba","CASLINO D'ERBA","013052","COMO","45.8391588","9.2270871","POINT (9.2270871 45.8391588)","C201132","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"204.0","mg/l","Conforme","2020-05-15","2020","VIA SANT'AMBROGIO,CASLINO D'ERBA",,"204","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","SE0121339U0004","Punti rete","vasca raccolta campi lunghi","VARESE","012133","VARESE","45.83446","8.79074999","POINT (8.79074999 45.83446)","C201271","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"428","mg/l","Conforme","2020-05-29","2020","VIA DEI CAMPI LUNGHI",,"428","milligrammi per litro",
