codice_ente,ente_controllore,punto_prelievo,tipologia_punto_prelievo,indirizzo_punto_prelievo,comune_punto_prelievo,codice_comune,provincia_punto_prelievo,latitudine,longitudine,location,id_campione,macro_categoria_parametro,categoria_parametro,parametro,tipo_parametro,codice_parametro,risultato,unit_misura,esito,data_referto,anno_referto,indirizzo_di_georeferenziazione,frazione_punto_prelievo,valore_testuale,unita_di_misura_testuale,segno
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150819UM001","Punti rete","Via Europa","COLOGNO MONZESE","015081","MILANO","45.51661","9.26275","POINT (9.26275 45.51661)","202008733-001","Chimico","Metalli","cromo","Normato",,"4.0","µg/l","Conforme","2020-07-30","2020","VIALE EUROPA",,"4","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017188XU0005","Punti rete",,"TRAVAGLIATO","017188","BRESCIA","45.52453","10.083","POINT (10.083 45.52453)","POT67859","Chimico","Anioni","nitrati","Normato",,"47.0","mg/l","Conforme","2020-06-10","2020",,,"47","milligrammi per litro",
"030325","ATS DI BERGAMO","RE016253XU0022","Punti rete","Via Bura (Gerosa)","VAL BREMBILLA","016253","BERGAMO","45.85302","9.58","POINT (9.58 45.85302)","20LA00571","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-03-09","2020","VIA BURA","GEROSA","4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","PO0150609U0003","Punti rete","SIRIO TRATT.","CASSINA DE' PECCHI","015060","MILANO","45.5132908","9.362589","POINT (9.362589 45.5132908)","212-2020-PREL_ACQ-1926-625773","Fisico","pH","ph","Indicatore","12408-02-5","7.4",,"Conforme","2020-02-26","2020","Via Sirio",,"7.4","unita",
"030323","ATS DELLA MONTAGNA","RE014043XU0192","Punti rete","VIA SCANDOLERA N. 34, MESE","MESE","014043","SONDRIO","46.31655929999999","9.3847428","POINT (9.3847428 46.31655929999999)","C201397","Fisico","durezza","durezza","Indicatore","20001","4",,"Non conforme","2020-05-29","2020","Via Scandolera, 34",,"4","unita",
"030325","ATS DI BERGAMO","RE016058XU0028","Punti rete","LOC. COLOGNOLA, CASAZZA","CASAZZA","016058","BERGAMO","45.74794","9.90817","POINT (9.90817 45.74794)","20LA01362","Chimico","Anioni","nitrati","Normato",,"4","mg/l","Conforme","2020-11-02","2020","LOC.COLOGNOLA,CASAZZA",,"4","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017188XU0005","Punti rete",,"TRAVAGLIATO","017188","BRESCIA","45.52453","10.083","POINT (10.083 45.52453)","POT69761","Chimico","Anioni","nitrati","Normato",,"40","mg/l","Conforme","2020-08-27","2020",,,"40","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017188XU0005","Punti rete",,"TRAVAGLIATO","017188","BRESCIA","45.52453","10.083","POINT (10.083 45.52453)","POT69761","Chimico","Metalli","ferro","Indicatore","7439-89-6","45","µg/l","Conforme","2020-08-27","2020",,,"45","microgrammi per litro",
"030326","ATS DI BRESCIA","RE017188XU0005","Punti rete",,"TRAVAGLIATO","017188","BRESCIA","45.52453","10.083","POINT (10.083 45.52453)","POT65944","Chimico","Anioni","nitrati","Normato",,"47","mg/l","Conforme","2020-01-27","2020",,,"47","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017072XU0004","Punti rete",,"FLERO","017072","BRESCIA","45.4836","10.17924","POINT (10.17924 45.4836)","POT67264","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","473","µS/cm","Conforme","2020-04-07","2020",,,"473","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017008XU0004","Punti rete",,"AZZANO MELLA","017008","BRESCIA","45.45502","10.1159","POINT (10.1159 45.45502)","POT68037","Chimico","Anioni","solfato","Indicatore","14808-79-8","48.0","mg/l","Conforme","2020-06-15","2020",,,"48","milligrammi per litro",
"030326","ATS DI BRESCIA","RE017072XU0004","Punti rete",,"FLERO","017072","BRESCIA","45.4836","10.17924","POINT (10.17924 45.4836)","POT67621","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","481.0","µS/cm","Conforme","2020-05-19","2020",,,"481","microsiemens per centimetro",
"030326","ATS DI BRESCIA","RE017186XU0006","Punti rete",,"TORBOLE CASAGLIA","017186","BRESCIA","45.51149","10.11471","POINT (10.11471 45.51149)","POT67990","Chimico","Anioni","nitrati","Normato",,"48.0","mg/l","Conforme","2020-06-12","2020",,,"48","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012092XU0009","Punti rete","Via Roma","LUINO","012092","VARESE","46.021","8.7877448","POINT (8.7877448 46.021)","C201025","Fisico","residuo secco","residuo secco a 180°c","Indicatore",,"74","mg/l","Conforme","2020-05-15","2020","Via Roma",,"74","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE013075XUR004","Punti rete","Via Borgovico, Como","COMO","013075","COMO","45.80991","9.07424","POINT (9.07424 45.80991)","C201762","Chimico","Anioni","nitrati","Normato",,"4","mg/l","Conforme","2020-06-26","2020","VIA BORGO VICO,COMO",,"4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012017XU0001","Punti rete","Via Pomini","BREBBIA","012017","VARESE","45.82869","8.64956","POINT (8.64956 45.82869)","C202392","Fisico","durezza","durezza","Indicatore","20001","14",,"Conforme","2020-09-25","2020","VIA POMINI",,"14","unita",
"030322","ATS DELL'INSUBRIA","RE013075XUR002","Punti rete","Via Pola, Como","COMO","013075","COMO","45.83378","9.05916","POINT (9.05916 45.83378)","C202460","Chimico","Anioni","cloruro","Indicatore","16887-00-6","4.0","mg/l","Conforme","2020-09-25","2020","VIA POLA,COMO",,"4","milligrammi per litro",
"030322","ATS DELL'INSUBRIA","RE012066XU0002","Punti rete","Canzago","DUNO","012066","VARESE","45.91385","8.73975","POINT (8.73975 45.91385)","C201161","Chimico","Anioni","nitrati","Normato",,"6.4","mg/l","Conforme","2020-05-21","2020","CANZAGO",,"6.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151059UM002","Punti rete","Via Roma, Garbagnate Milanese","GARBAGNATE MILANESE","015105","MILANO","45.57766","9.07843","POINT (9.07843 45.57766)","202006033-001","Chimico","Solventi alogenati","cloroformio","Indicatore",,"0.34","µg/l","Conforme","2020-06-03","2020","VIA ROMA,GARBAGNATE MILANESE",,"0.34","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980109UC017","Punti rete","Via Cadorna, Casalpusterlengo","CASALPUSTERLENGO","098010","LODI","45.183994","9.6471278","POINT (9.6471278 45.183994)","202005650-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-06-05","2020","VIALE GENERALE LUIGI CADORNA,CASALPUSTERLENGO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150279UM002","Punti rete","Via Trento, Bollate","BOLLATE","015027","MILANO","45.5416694","9.1005299","POINT (9.1005299 45.5416694)","202006837-001","Fisico","durezza","durezza","Indicatore","20001","14.0","°","Non conforme","2020-06-12","2020","VIA TRENTO,BOLLATE",,"14","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015230XUR002","Punti rete","VIA MANZONI C.NA MARTELLI, Vaprio D'adda","VAPRIO D'ADDA","015230","MILANO","45.57672","9.52941","POINT (9.52941 45.57672)","202003012-001","Chimico","Metalli","calcio","Indicatore","7440-70-2","49.0","mg/l","Conforme","2020-03-06","2020","VIA MANZONI C.NA MARTELLI,VAPRIO D'ADDA",,"49","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC034","Punti rete","Viale Dante, Lodi","LODI","098031","LODI","45.31063","9.49874","POINT (9.49874 45.31063)","202002631-001","Chimico","Solventi alogenati","bromodiclorometano","Indicatore","75-27-4","0.34","µg/l","Conforme","2020-03-03","2020","VIALE DANTE ALIGHIERI,LODI",,"0.34","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM104","Punti rete","Via Canzio","CINISELLO BALSAMO","015077","MILANO","45.5462927","9.2187177","POINT (9.2187177 45.5462927)","202007965-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","214.0","µS/cm","Conforme","2020-07-06","2020","VIA STEFANO CANZIO",,"214","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150769UM001","Punti rete","Piazza I° Maggio, Cesate","CESATE","015076","MILANO","45.5963747","9.0806399","POINT (9.0806399 45.5963747)","202008408-001","Chimico","Solventi alogenati","triclorofluorometano (r-11)","Indicatore",,"0.4","µg/l","Conforme","2020-07-16","2020","PIAZZA I MAGGIO,CESATE",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM067","Punti rete","Via Signorelli, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4231928","9.0521939","POINT (9.0521939 45.4231928)","202015473-001","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","4.3","µg/l","Conforme","2020-11-05","2020","VIA LUCA SIGNORELLI,TREZZANO SUL NAVIGLIO",,"4.3","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150989UM014","Punti rete","Via Italia","CUSANO MILANINO","015098","MILANO","45.5485008","9.1755481","POINT (9.1755481 45.5485008)","202011204-001","Fisico","pH","ph","Indicatore","12408-02-5","7.4",,"Conforme","2020-08-21","2020","VIA ITALIA",,"7.4","unita",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151819UM001","Punti rete","Via Pietro Nenni, Rescaldina","RESCALDINA","015181","MILANO","45.6250054","8.9479736","POINT (8.9479736 45.6250054)","202002001-001","Chimico","Anioni","nitrati","Normato",,"14.0","mg/l","Conforme","2020-02-27","2020","VIA PIETRO NENNI,RESCALDINA",,"14","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150029UM001","Punti rete","Via Amerigo Vespucci, Abbiategrasso","ABBIATEGRASSO","015002","MILANO","45.3980106","8.9248027","POINT (8.9248027 45.3980106)","202003577-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","421.0","µS/cm","Conforme","2020-03-31","2020","VIA AMERIGO VESPUCCI,ABBIATEGRASSO",,"421","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150619UM001","Punti rete","Via Ciocchina, Cassinetta di Lugagnano","CASSINETTA DI LUGAGNANO","015061","MILANO","45.4222293","8.9042002","POINT (8.9042002 45.4222293)","202012093-001","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"4.0","ufc/ml","Conforme","2020-09-07","2020","STRADA DELLA CIOCCHINA,CASSINETTA DI LUGAGNANO",,"4","unita formanti colonia per millilitro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM114","Punti rete","Via Parini","CINISELLO BALSAMO","015077","MILANO","45.55536","9.2024248","POINT (9.2024248 45.55536)","202003637-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","485.0","µS/cm","Conforme","2020-04-09","2020","VIA GIUSEPPE PARINI",,"485","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150819UM001","Punti rete","Via Europa","COLOGNO MONZESE","015081","MILANO","45.51661","9.26275","POINT (9.26275 45.51661)","202008733-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","2.4","mg/l","Conforme","2020-07-30","2020","VIALE EUROPA",,"2.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980489UC003","Punti rete","Localita Campanina, San Martino in Strada","SAN MARTINO IN STRADA","098048","LODI","45.27746","9.52867","POINT (9.52867 45.27746)","202004475-001","Chimico","Metalli","magnesio","Indicatore","7439-95-4","14.0","mg/l","Conforme","2020-04-21","2020","LOCALITA CAMPANINA,SAN MARTINO IN STRADA",,"14","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150769UM001","Punti rete","Piazza I° Maggio, Cesate","CESATE","015076","MILANO","45.5963747","9.0806399","POINT (9.0806399 45.5963747)","202006963-001","Chimico","Solventi alogenati","difluoroclorometano (r-22)","Indicatore","75-45-6","0.4","µg/l","Conforme","2020-06-04","2020","PIAZZA I MAGGIO,CESATE",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980509UC012","Punti rete","Via del Pescherone, Sant Angelo Lodigiano","SANT'ANGELO LODIGIANO","098050","LODI","45.24099","9.40446","POINT (9.40446 45.24099)","202015565-001","Chimico","Anioni","solfato","Indicatore","14808-79-8","4.0","mg/l","Conforme","2020-11-03","2020","VIA PESCHERONE,SANT ANGELO LODIGIANO",,"< 4","milligrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152299UM001","Punti rete","Strada Provinciale 239, Vanzago","VANZAGO","015229","MILANO","45.51213","8.97216","POINT (8.97216 45.51213)","202002182-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","545.0","µS/cm","Conforme","2020-03-02","2020","STRADA PROVINCIALE 239,VANZAGO",,"545","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM114","Punti rete","Via Parini","CINISELLO BALSAMO","015077","MILANO","45.55536","9.2024248","POINT (9.2024248 45.55536)","202006179-001","Fisico","pH","ph","Indicatore","12408-02-5","7.4",,"Conforme","2020-05-28","2020","VIA GIUSEPPE PARINI",,"7.4","unita",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151059UM002","Punti rete","Via Roma, Garbagnate Milanese","GARBAGNATE MILANESE","015105","MILANO","45.57766","9.07843","POINT (9.07843 45.57766)","202006033-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","342.0","µS/cm","Conforme","2020-06-03","2020","VIA ROMA,GARBAGNATE MILANESE",,"342","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150279UM002","Punti rete","Via Trento, Bollate","BOLLATE","015027","MILANO","45.5416694","9.1005299","POINT (9.1005299 45.5416694)","202006837-001","Chimico","Metalli","calcio","Indicatore","7440-70-2","43.0","mg/l","Conforme","2020-06-12","2020","VIA TRENTO,BOLLATE",,"43","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152069UM002","Punti rete","Via della Repubblica, Senago","SENAGO","015206","MILANO","45.5752585","9.1176125","POINT (9.1176125 45.5752585)","202008500-001","Chimico","Anioni","nitrati","Normato",,"44.0","mg/l","Conforme","2020-07-16","2020","VIA REPUBBLICA,SENAGO",,"44","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151769UM002","Punti rete","Via Giuseppe Garibaldi, Pogliano Milanese","POGLIANO MILANESE","015176","MILANO","45.5364523","8.9896576","POINT (8.9896576 45.5364523)","202009795-001","Chimico","Solventi alogenati","tetracloroetilene","Indicatore","127-18-4","2.4","µg/l","Conforme","2020-08-03","2020","VIA GIUSEPPE GARIBALDI,POGLIANO MILANESE",,"2.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152099UM108","Punti rete","Via Rovani","SESTO SAN GIOVANNI","015209","MILANO","45.53581","9.22519","POINT (9.22519 45.53581)","202007855-001","Chimico","Anioni","cloruro","Indicatore","16887-00-6","24.0","mg/l","Conforme","2020-06-30","2020","VIA GIUSEPPE ROVANI",,"24","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151039UM001","Punti rete","V.le Lombardia","GAGGIANO","015103","MILANO","45.40109","9.02418","POINT (9.02418 45.40109)","202007404-001","Chimico","Solventi alogenati","1,1,1-tricloroetano","Indicatore",,"0.4","µg/l","Conforme","2020-06-12","2020","VIALE LOMBARDIA",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151669UM001","Punti rete","Via San Michele del Carso, Paderno Dugnano","PADERNO DUGNANO","015166","MILANO","45.57485","9.17057","POINT (9.17057 45.57485)","202017456-001","Chimico","Anioni","nitrati","Normato",,"34.0","mg/l","Conforme","2020-12-15","2020","VIA SAN MICHELE DEL CARSO","DUGNANO","34","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150279UM002","Punti rete","Via Trento, Bollate","BOLLATE","015027","MILANO","45.5416694","9.1005299","POINT (9.1005299 45.5416694)","202011011-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","284.0","µS/cm","Conforme","2020-08-27","2020","VIA TRENTO,BOLLATE",,"284","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150779UM181","Punti rete","Via Ariosto","CINISELLO BALSAMO","015077","MILANO","45.55784","9.20654","POINT (9.20654 45.55784)","202013145-001","Chimico","Solventi alogenati","difluoroclorometano (r-22)","Indicatore","75-45-6","0.4","µg/l","Conforme","2020-09-25","2020","VIA LUDOVICO ARIOSTO",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151549UM001","Punti rete","Via Gardella, Nerviano","NERVIANO","015154","MILANO","45.5436332","8.9762785","POINT (8.9762785 45.5436332)","202003887-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.4","µg/l","Conforme","2020-04-02","2020","VIA I.GARDELLA,NERVIANO",,"< 0.4","microgrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015230XUR072","Punti rete","FIUME TRATT.","VAPRIO D'ADDA","015230","MILANO","45.57672","9.52941","POINT (9.52941 45.57672)","202013309-001","Chimico","Solventi alogenati","1,1,1-diclorofluoroetano (freon141)","Indicatore","1717-00-6","4.0","µg/l","Conforme","2020-10-02","2020","FIUME TRATT.",,"4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151169UM089","Punti rete","Via Caronasca, Lainate","LAINATE","015116","MILANO","45.57667","9.02974","POINT (9.02974 45.57667)","202007338-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","420.0","µS/cm","Conforme","2020-06-24","2020","VIA CARONASCA,LAINATE",,"420","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152269UM012","Punti rete","Via Plati, Turbigo","TURBIGO","015226","MILANO","45.5318734","8.749048","POINT (8.749048 45.5318734)","202002319-001","Chimico","Anioni","nitrati","Normato",,"34.0","mg/l","Conforme","2020-03-02","2020","VIA FLAMINIO PLATI,TURBIGO",,"34","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150819UM106","Punti rete","Via Trento","COLOGNO MONZESE","015081","MILANO","45.5238","9.27805","POINT (9.27805 45.5238)","202009318-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","2.4","mg/l","Conforme","2020-07-31","2020","VIA TRENTO",,"2.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC034","Punti rete","Viale Dante, Lodi","LODI","098031","LODI","45.31063","9.49874","POINT (9.49874 45.31063)","202005889-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","446.0","µS/cm","Conforme","2020-05-21","2020","VIALE DANTE ALIGHIERI,LODI",,"446","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150619UM001","Punti rete","Via Ciocchina, Cassinetta di Lugagnano","CASSINETTA DI LUGAGNANO","015061","MILANO","45.4222293","8.9042002","POINT (8.9042002 45.4222293)","202004278-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","414.0","µS/cm","Conforme","2020-04-22","2020","STRADA DELLA CIOCCHINA,CASSINETTA DI LUGAGNANO",,"414","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150199UM008","Punti rete","Via Milano, Bernate Ticino","BERNATE TICINO","015019","MILANO","45.4904578","8.8294072","POINT (8.8294072 45.4904578)","202010887-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"4.5","µg/l","Conforme","2020-08-20","2020","VIA MILANO,BERNATE TICINO",,"4.5","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151919UR007","Punti rete","Via Milano /Armadietto, San Colombano al Lambro","SAN COLOMBANO AL LAMBRO","015191","LODI","45.1864034","9.4741925","POINT (9.4741925 45.1864034)","202003116-001","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"64.0","ufc/ml","Conforme","2020-03-09","2020","Via Milano",,"64","unita formanti colonia per millilitro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE098015XUR001","Punti rete","ARMADIETTO SAL - VIA MILANO","CASTIRAGA VIDARDO","098015","LODI","45.26235","9.39096999","POINT (9.39096999 45.26235)","202007218-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","242.0","µS/cm","Conforme","2020-06-15","2020","VIA MILANO",,"242","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015110XUR002","Punti rete","CAVOUR - ARMADIETTO, Grezzago","GREZZAGO","015110","MILANO","45.59011","9.49363","POINT (9.49363 45.59011)","202005247-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","417.0","µS/cm","Conforme","2020-05-13","2020","CAVOUR GREZZAGO",,"417","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152269UM001","Punti rete","Via Roma, Turbigo","TURBIGO","015226","MILANO","45.5288773","8.7372268","POINT (8.7372268 45.5288773)","202011268-001","Fisico","durezza","durezza","Indicatore","20001","42.0","°","Conforme","2020-08-24","2020","VIA ROMA,TURBIGO",,"42","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980340UC007","Punti rete","FRAZ. BASIASCO - CENTRALE GREZZA","MAIRAGO","098034","LODI","45.25504","9.57951","POINT (9.57951 45.25504)","202005021-001","Chimico","Solventi alogenati","trialometani totali","Normato",,"0.4","µg/l","Conforme","2020-05-11","2020","FRAZ.BASIASCO-CENTRALE GREZZA",,"< 0.4","microgrammi per litro","<"
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151549UM001","Punti rete","Via Gardella, Nerviano","NERVIANO","015154","MILANO","45.5436332","8.9762785","POINT (8.9762785 45.5436332)","202009809-001","Chimico","Solventi alogenati","triclorofluorometano (r-11)","Indicatore",,"0.4","µg/l","Conforme","2020-07-21","2020","VIA I.GARDELLA,NERVIANO",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM067","Punti rete","Via Signorelli, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4231928","9.0521939","POINT (9.0521939 45.4231928)","202006194-001","Chimico","Solventi alogenati","dicloroetilene (cis)","Indicatore","156-59-2","0.4","µg/l","Conforme","2020-05-19","2020","VIA LUCA SIGNORELLI,TREZZANO SUL NAVIGLIO",,"0.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151919UR008","Punti rete","Via Lodi/Armadietto, San Colombano al Lambro","SAN COLOMBANO AL LAMBRO","015191","LODI","45.1877913","9.4928838","POINT (9.4928838 45.1877913)","202006013-001","Chimico","Anioni","nitrati","Normato",,"4.0","mg/l","Conforme","2020-05-27","2020","Via Lodi",,"4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150329UM009","Punti rete","Via Marconi","BRESSO","015032","MILANO","45.53927","9.18892","POINT (9.18892 45.53927)","202007172-001","Chimico","Anioni","solfato","Indicatore","14808-79-8","43.0","mg/l","Conforme","2020-06-16","2020","VIA GUGLIELMO MARCONI",,"43","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980489UC003","Punti rete","Localita Campanina, San Martino in Strada","SAN MARTINO IN STRADA","098048","LODI","45.27746","9.52867","POINT (9.52867 45.27746)","202004475-001","Chimico","Metalli","potassio","Indicatore","7440-09-7","2.4","mg/l","Conforme","2020-04-21","2020","LOCALITA CAMPANINA,SAN MARTINO IN STRADA",,"2.4","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE015110XUR005","Punti rete","Amministrazione Comunale - P.zza Caduti, Grezzago","GREZZAGO","015110","MILANO","45.5772829","9.5314517","POINT (9.5314517 45.5772829)","202002642-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","411.0","µS/cm","Conforme","2020-03-04","2020","Piazza Caduti",,"411","microsiemens per centimetro",
"030322","ATS DELL'INSUBRIA","RE013159XUR003","Punti rete","vasca duni","MOZZATE","013159","COMO","45.6758","8.95605","POINT (8.95605 45.6758)","C202324","Chimico","Metalli","calcio","Indicatore","7440-70-2","41.9","mg/l","Conforme","2020-09-17","2020","DUNI",,"41.9","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM067","Punti rete","Via Signorelli, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4231928","9.0521939","POINT (9.0521939 45.4231928)","202015473-001","Fisico","durezza","durezza","Indicatore","20001","24.0","°","Conforme","2020-11-05","2020","VIA LUCA SIGNORELLI,TREZZANO SUL NAVIGLIO",,"24","gradi",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0151919UR008","Punti rete","Via Lodi/Armadietto, San Colombano al Lambro","SAN COLOMBANO AL LAMBRO","015191","LODI","45.1877913","9.4928838","POINT (9.4928838 45.1877913)","202017082-001","Fisico","conducibilita","conducibilita","Indicatore","3142-01-6","408.0","µS/cm","Conforme","2020-12-11","2020","Via Lodi",,"408","microsiemens per centimetro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152209UM067","Punti rete","Via Signorelli, Trezzano sul Naviglio","TREZZANO SUL NAVIGLIO","015220","MILANO","45.4231928","9.0521939","POINT (9.0521939 45.4231928)","202015473-001","Chimico","Solventi alogenati","somma tetracloroetilene+tricloroetilene","Normato","CHM-TTC-0","6.4","µg/l","Conforme","2020-11-05","2020","VIA LUCA SIGNORELLI,TREZZANO SUL NAVIGLIO",,"6.4","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0150819UM101","Punti rete","Via Repubblica","COLOGNO MONZESE","015081","MILANO","45.54788","9.26881","POINT (9.26881 45.54788)","202008744-001","Chimico","Metalli","calcio","Indicatore","7440-70-2","94.0","mg/l","Conforme","2020-07-30","2020","VIA DELLA REPUBBLICA",,"94","milligrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0980319UC034","Punti rete","Viale Dante, Lodi","LODI","098031","LODI","45.31063","9.49874","POINT (9.49874 45.31063)","202003369-001","Chimico","Fitosanitari","lm6 (metabolita terbutilazina)","Normato",,"0.046","µg/l","Conforme","2020-03-24","2020","VIALE DANTE ALIGHIERI,LODI",,"0.046","microgrammi per litro",
"030321","ATS DELLA CITTA' METROPOLITANA DI MILANO","RE0152269UM012","Punti rete","Via Plati, Turbigo","TURBIGO","015226","MILANO","45.5318734","8.749048","POINT (8.749048 45.5318734)","202011266-001","Microbiologico","Batteri","conteggio delle colonie a 22°c","Indicatore",,"4.0","ufc/ml","Conforme","2020-08-24","2020","VIA FLAMINIO PLATI,TURBIGO",,"4","unita formanti colonia per millilitro",
