CLASSIFICAZIONE da REPORT,VACCINO,Patologia,Inizio Sintomi Anno,Sesso,Età Classe,Numero Pratiche,Popolazione Residente,Tasso Età-Sesso (x100'000),Tasso Regione(x 100000),Tasso Regione(x 100000) 1,Tasso
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,2018,,00-04,0,0,0,0,0,0
