"bacino_idrografico","corso_d_acqua","corpo_idrico","provincia","comune","codice_comune","coord_x","coord_y","codice_stazione","data_campionamento","parametro","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-03-22","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Azoto nitroso","<0,0015","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.0015","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-06-07","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Azoto nitroso","<0,0015","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.0015","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-09-11","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Azoto nitroso","<0,0015","14797-65-0",,,"mg/l","N","milligrammi per litro","<","0.0015","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SOPRALACUALE","Valle del Resio (Torrente)","IT03N008060072011LO","BS","ESINE","017070","595,256","5,083,630","N008060072011lo1","2018-11-14","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-03-21","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-03-21","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-03-21","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-03-21","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-03-21","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-06-11","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-09-11","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"OGLIO SUBLACUALE","Seriola Gambara (Vaso)","IT03N0080600891LO","BS","FIESSE","017071","603,315","5,009,571","POOG3GMCA1lo1","2018-11-15","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-01-11","DDD,DDT,DDE","0,00",,,"CHM-DDEDDD-DDT","µg/l",,"microgrammi per litro",,"0","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-02-05","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-02-05","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-02-05","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","Imidacloprid","<0,009","138261-41-3",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFBA (Perfluoro Butanoic Acid)","0,007","375-22-4",,,"µg/l",,"microgrammi per litro",,"0.007","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFBS (Perfluoro Butane Sulfonate)","0,005","375-73-5",,,"µg/l",,"microgrammi per litro",,"0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFOA (Perfluoro Octanoic Acid)","0,006","335-67-1",,,"µg/l",,"microgrammi per litro",,"0.006","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFOS (Perfluoro Octane Sulfonate)","0,0014","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.0014","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","PFPeA (Perfluoro Pentanoic Acid)","<0,005","2706-90-3",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-03-12","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Azoto nitroso","0,0061","14797-65-0",,,"mg/l","N","milligrammi per litro",,"0.0061","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFBA (Perfluoro Butanoic Acid)","0,009","375-22-4",,,"µg/l",,"microgrammi per litro",,"0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFBS (Perfluoro Butane Sulfonate)","0,008","375-73-5",,,"µg/l",,"microgrammi per litro",,"0.008","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFOA (Perfluoro Octanoic Acid)","0,005","335-67-1",,,"µg/l",,"microgrammi per litro",,"0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFOS (Perfluoro Octane Sulfonate)","0,0011","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.0011","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","PFPeA (Perfluoro Pentanoic Acid)","<0,005","2706-90-3",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-06-19","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFBA (Perfluoro Butanoic Acid)","<0,005","375-22-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFHxA (Perfluoro Hexanoic Acid)","0,005","307-24-4",,,"µg/l",,"microgrammi per litro",,"0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFOA (Perfluoro Octanoic Acid)","0,009","335-67-1",,,"µg/l",,"microgrammi per litro",,"0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFOS (Perfluoro Octane Sulfonate)","0,0012","1763-23-1",,,"µg/l",,"microgrammi per litro",,"0.0012","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-08-13","PFPeA (Perfluoro Pentanoic Acid)","0,006","2706-90-3",,,"µg/l",,"microgrammi per litro",,"0.006","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-09-10","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-09-10","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-09-10","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-09-10","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-09-10","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-11-13","Acetamiprid","<0,009","135410-20-7",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-11-13","Fenitrotion","<0,005","122-14-5",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-11-13","Fenthion","<0,005","55-38-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-11-13","Mevinfos","<0,005","7786-34-7",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-11-13","Thiacloprid","<0,009","111988-49-9",,,"µg/l",,"microgrammi per litro","<","0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFBA (Perfluoro Butanoic Acid)","0,006","375-22-4",,,"µg/l",,"microgrammi per litro",,"0.006","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFBS (Perfluoro Butane Sulfonate)","0,009","375-73-5",,,"µg/l",,"microgrammi per litro",,"0.009","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFDA (Perfluoro Decanoic Acid)","<0,005","335-76-2",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFHpA (Perfluoro Heptanoic Acid)","<0,005","375-85-9",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFHxA (Perfluoro Hexanoic Acid)","<0,005","307-24-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFHxS (Perfluoro Hexane Sulfonate)","<0,005","355-46-4",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
"MELLA","Fiume (Vaso)","IT03POOG3MEFICA1LO","BS","FLERO","017072","591,614","5,035,651","POOG3MEFICA1lo1","2018-12-11","PFNA (Perfluoro Nonanoic Acid)","<0,005","375-95-1",,,"µg/l",,"microgrammi per litro","<","0.005","2,018"
