"provincia","comune","codice_comune","codice_pp","data_di_campionamento","parametro","coord_est","coord_nord","standard_di_qualit_valore","valore_testuale","cas","wise","other","unita_di_misura","formula_parametro","unita_di_misura_testuale","segno","valore_numerico","anno"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-06-05","Secbutilazina","601,939","4,985,912",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-06-05","TCEP (tris-2cloroetil-fosfato)","601,939","4,985,912",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-06-05","Terbutrina","601,939","4,985,912",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-06-05","Thiobencarb","601,939","4,985,912",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-06-05","Trifluralin","601,939","4,985,912",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Cromo totale","601,939","4,985,912",,"<2","7440-47-3",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Cromo VI","601,939","4,985,912",,"<2","18540-29-9",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Nichel","601,939","4,985,912",,"2","7440-02-0",,,"µg/l",,"microgrammi per litro",,"2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Zinco","601,939","4,985,912",,"270","7440-66-6",,,"µg/l",,"microgrammi per litro",,"270","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Fluoruri","601,939","4,985,912",,"<250","16984-48-8",,,"µg/l",,"microgrammi per litro","<","250","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Solfati","601,939","4,985,912",,"<2","14808-79-8",,,"mg/l","SO4","milligrammi per litro","<","2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Cloruro di Vinile","601,939","4,985,912",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Nitrobenzene","601,939","4,985,912",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Esaclorobenzene","601,939","4,985,912",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Triclorobenzeni","601,939","4,985,912",,"<2","12002-48-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Azoto organico","601,939","4,985,912",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Bicarbonati","601,939","4,985,912",,"231,854","71-52-3",,,"mg/l","HCO3","milligrammi per litro",,"231,854","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Durezza (totale)","601,939","4,985,912",,"224",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"224","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Fosforo Totale","601,939","4,985,912",,"0,274","7723-14-0",,,"mg/l","P","milligrammi per litro",,"0,274","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Ortofosfato","601,939","4,985,912",,"0,7602","14265-44-2",,,"mg/l","PO4","milligrammi per litro",,"0,7602","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Alachlor","601,939","4,985,912",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Atrazina","601,939","4,985,912",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Metolachlor","601,939","4,985,912",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Molinate","601,939","4,985,912",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Simazina","601,939","4,985,912",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Terbutilazina","601,939","4,985,912",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Terbutilazina desetil","601,939","4,985,912",,"<0,02","30125-63-4",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Benzene","601,939","4,985,912",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Chlorfenvinphos","601,939","4,985,912",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Cianazina","601,939","4,985,912",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Clorpirifos","601,939","4,985,912",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Clorpirifos Metile","601,939","4,985,912",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Esazinone","601,939","4,985,912",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Flufenacet","601,939","4,985,912",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Metalaxyl","601,939","4,985,912",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Oxadiazon","601,939","4,985,912",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Oxadixyl","601,939","4,985,912",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Paration etile","601,939","4,985,912",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Paration metile","601,939","4,985,912",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Pendimetalin","601,939","4,985,912",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Pretilachlor","601,939","4,985,912",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Propazina","601,939","4,985,912",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Secbutilazina","601,939","4,985,912",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","TCEP (tris-2cloroetil-fosfato)","601,939","4,985,912",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Terbutrina","601,939","4,985,912",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Thiobencarb","601,939","4,985,912",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TORRICELLA DEL PIZZO","019108","PO0191080U0001","2019-11-28","Trifluralin","601,939","4,985,912",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Cromo totale","564,922","5,019,504",,"<2","7440-47-3",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Cromo VI","564,922","5,019,504",,"<2","18540-29-9",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Nichel","564,922","5,019,504",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Zinco","564,922","5,019,504",,"27","7440-66-6",,,"µg/l",,"microgrammi per litro",,"27","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Cloruri","564,922","5,019,504",,"22","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"22","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Fluoruri","564,922","5,019,504",,"<250","16984-48-8",,,"µg/l",,"microgrammi per litro","<","250","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Ione Ammonio (NH4+)","564,922","5,019,504",,"<20","14798-03-9",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Cloruro di Vinile","564,922","5,019,504",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Nitrobenzene","564,922","5,019,504",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Esaclorobenzene","564,922","5,019,504",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Triclorobenzeni","564,922","5,019,504",,"<2","12002-48-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Azoto organico","564,922","5,019,504",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Bicarbonati","564,922","5,019,504",,"201,367","71-52-3",,,"mg/l","HCO3","milligrammi per litro",,"201,367","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Alachlor","564,922","5,019,504",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Atrazina","564,922","5,019,504",,"0,02","1912-24-9",,,"µg/l",,"microgrammi per litro",,"0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Metolachlor","564,922","5,019,504",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Molinate","564,922","5,019,504",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Simazina","564,922","5,019,504",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","sommatoria fitofarmaci","564,922","5,019,504",,"0,2",,,"CHM-PST-TT0-","µg/l",,"microgrammi per litro",,"0,2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Terbutilazina","564,922","5,019,504",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Benzene","564,922","5,019,504",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Chlorfenvinphos","564,922","5,019,504",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Cianazina","564,922","5,019,504",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Clorpirifos","564,922","5,019,504",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Clorpirifos Metile","564,922","5,019,504",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Esazinone","564,922","5,019,504",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Flufenacet","564,922","5,019,504",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Metalaxyl","564,922","5,019,504",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Oxadiazon","564,922","5,019,504",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Oxadixyl","564,922","5,019,504",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Paration etile","564,922","5,019,504",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Paration metile","564,922","5,019,504",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Pendimetalin","564,922","5,019,504",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Pretilachlor","564,922","5,019,504",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Propazina","564,922","5,019,504",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Secbutilazina","564,922","5,019,504",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","TCEP (tris-2cloroetil-fosfato)","564,922","5,019,504",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Terbutrina","564,922","5,019,504",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Thiobencarb","564,922","5,019,504",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-04-03","Trifluralin","564,922","5,019,504",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Cromo totale","564,922","5,019,504",,"<2","7440-47-3",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Cromo VI","564,922","5,019,504",,"<2","18540-29-9",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Nichel","564,922","5,019,504",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Cloruri","564,922","5,019,504",,"23","16887-00-6",,,"mg/l","Cl","milligrammi per litro",,"23","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Fluoruri","564,922","5,019,504",,"<250","16984-48-8",,,"µg/l",,"microgrammi per litro","<","250","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Ione Ammonio (NH4+)","564,922","5,019,504",,"<20","14798-03-9",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Cloruro di Vinile","564,922","5,019,504",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Nitrobenzene","564,922","5,019,504",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Esaclorobenzene","564,922","5,019,504",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Triclorobenzeni","564,922","5,019,504",,"<2","12002-48-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Azoto organico","564,922","5,019,504",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Bicarbonati","564,922","5,019,504",,"192,183","71-52-3",,,"mg/l","HCO3","milligrammi per litro",,"192,183","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Calcio","564,922","5,019,504",,"112","7440-70-2",,,"mg/l",,"milligrammi per litro",,"112","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Alachlor","564,922","5,019,504",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Atrazina","564,922","5,019,504",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Metolachlor","564,922","5,019,504",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Molinate","564,922","5,019,504",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Simazina","564,922","5,019,504",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Terbutilazina","564,922","5,019,504",,"<0,02","5915-41-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Benzene","564,922","5,019,504",,"<0,2","71-43-2",,,"µg/l",,"microgrammi per litro","<","0,2","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Conducibilità elettrica a 20°C","564,922","5,019,504",,"823",,"WISE 3142-01-6",,"µs/cm",,"conduttività ionica",,"823","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Chlorfenvinphos","564,922","5,019,504",,"<0,02","470-90-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Cianazina","564,922","5,019,504",,"<0,02","21725-46-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Clorpirifos","564,922","5,019,504",,"<0,02","2921-88-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Clorpirifos Metile","564,922","5,019,504",,"<0,02","5598-13-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Esazinone","564,922","5,019,504",,"<0,02","51235-04-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Flufenacet","564,922","5,019,504",,"<0,02","142459-58-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Metalaxyl","564,922","5,019,504",,"<0,02","57837-19-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Oxadiazon","564,922","5,019,504",,"<0,02","19666-30-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Oxadixyl","564,922","5,019,504",,"<0,02","77732-09-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Paration etile","564,922","5,019,504",,"<0,02","56-38-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Paration metile","564,922","5,019,504",,"<0,02","298-00-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Pendimetalin","564,922","5,019,504",,"<0,02","40487-42-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Pretilachlor","564,922","5,019,504",,"<0,02","51218-49-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Propazina","564,922","5,019,504",,"<0,02","139-40-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Secbutilazina","564,922","5,019,504",,"<0,02","7286-69-3",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","TCEP (tris-2cloroetil-fosfato)","564,922","5,019,504",,"<0,02","115-96-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Terbutrina","564,922","5,019,504",,"<0,02","886-50-0",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Thiobencarb","564,922","5,019,504",,"<0,02","28249-77-6",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","TRIGOLO","019110","PO019110NRA001","2019-10-01","Trifluralin","564,922","5,019,504",,"<0,02","1582-09-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Nichel","547,432","5,034,861",,"<2","7440-02-0",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Zinco","547,432","5,034,861",,"27","7440-66-6",,,"µg/l",,"microgrammi per litro",,"27","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Fluoruri","547,432","5,034,861",,"<250","16984-48-8",,,"µg/l",,"microgrammi per litro","<","250","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Ione Ammonio (NH4+)","547,432","5,034,861",,"<20","14798-03-9",,,"µg/l",,"microgrammi per litro","<","20","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Cloruro di Vinile","547,432","5,034,861",,"<0,25","75-01-4",,,"µg/l",,"microgrammi per litro","<","0,25","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Tricloroetilene","547,432","5,034,861",,"1,2","79-01-6",,,"µg/l",,"microgrammi per litro",,"1,2","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Triclorometano","547,432","5,034,861",,"2,2","67-66-3",,,"µg/l",,"microgrammi per litro",,"2,2","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Nitrobenzene","547,432","5,034,861",,"<2,5","98-95-3",,,"µg/l",,"microgrammi per litro","<","2,5","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Esaclorobenzene","547,432","5,034,861",,"<0,02","118-74-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Triclorobenzeni","547,432","5,034,861",,"<2","12002-48-1",,,"µg/l",,"microgrammi per litro","<","2","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Azoto organico","547,432","5,034,861",,"<2",,,"CHM-AZO-0","mg/l",,"milligrammi per litro","<","2","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Durezza (totale)","547,432","5,034,861",,"277",,,"CASID20001","mg/l","CaCO3","milligrammi per litro",,"277","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Ferro","547,432","5,034,861",,"24","7439-89-6",,,"µg/l",,"microgrammi per litro",,"24","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Magnesio","547,432","5,034,861",,"20","7439-95-4",,,"mg/l",,"milligrammi per litro",,"20","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Alachlor","547,432","5,034,861",,"<0,02","15972-60-8",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Atrazina","547,432","5,034,861",,"<0,02","1912-24-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Metolachlor","547,432","5,034,861",,"<0,02","51218-45-2",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Molinate","547,432","5,034,861",,"<0,02","2212-67-1",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Nitrati","547,432","5,034,861",,"20,814","14797-55-8",,,"mg/l",,"milligrammi per litro",,"20,814","2,019"
"CR","VAILATE","019112","PO019112NU1123","2019-06-11","Simazina","547,432","5,034,861",,"<0,02","122-34-9",,,"µg/l",,"microgrammi per litro","<","0,02","2,019"
